dataset,trial,epsilon,alpha,n,model_error,num_policies,oracle_grid_budget_saved,oracle_grid_error,method,m,radius,selected_threshold,empirical_loss,ucb,realized_error,budget_saved,avg_cost,violated
ImageNetV2,31,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19810000000000005,0.0725,0.09986664152555987,0.0757,0.5576,0.4424,0.0
ImageNetV2,32,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.0535,0.09906314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,32,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1713,0.0725,0.09986664152555987,0.0674,0.5332,0.4668,0.0
ImageNetV2,33,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.145,0.053,0.09856314291989524,0.0585,0.509,0.491,0.0
ImageNetV2,33,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19630000000000003,0.0725,0.09986664152555987,0.0755,0.5561,0.44389999999999996,0.0
ImageNetV2,34,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.053,0.09856314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,34,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19140000000000001,0.0725,0.09986664152555987,0.0736,0.5514,0.4486,0.0
ImageNetV2,35,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.054,0.09956314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,35,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17720000000000002,0.0725,0.09986664152555987,0.0694,0.5388,0.46120000000000005,0.0
ImageNetV2,36,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.105,0.0525,0.09806314291989524,0.0453,0.4664,0.5336000000000001,0.0
ImageNetV2,36,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16000000000000003,0.0725,0.09986664152555987,0.0634,0.523,0.477,0.0
ImageNetV2,37,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.053,0.09856314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,37,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20479999999999998,0.0725,0.09986664152555987,0.0781,0.5636,0.4364,0.0
ImageNetV2,38,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.16,0.054,0.09956314291989524,0.0634,0.523,0.477,0.0
ImageNetV2,38,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.2207,0.0725,0.09986664152555987,0.083,0.5747,0.4253,0.0
ImageNetV2,39,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.0525,0.09806314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,39,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1744,0.0725,0.09986664152555987,0.0685,0.5361,0.4639,0.0
ImageNetV2,40,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0535,0.09906314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,40,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.2076,0.0725,0.09986664152555987,0.0792,0.5655,0.4345,0.0
ImageNetV2,41,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.15,0.053,0.09856314291989524,0.0599,0.5139,0.4861,0.0
ImageNetV2,41,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.2289,0.0725,0.09986664152555987,0.0863,0.5822,0.41779999999999995,0.0
ImageNetV2,42,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.053,0.09856314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,42,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20209999999999995,0.0725,0.09986664152555987,0.0776,0.5614,0.4386,0.0
ImageNetV2,43,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.135,0.0535,0.09906314291989524,0.0557,0.4991,0.5009,0.0
ImageNetV2,43,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18910000000000005,0.0725,0.09986664152555987,0.0728,0.5494,0.4506,0.0
ImageNetV2,44,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.14,0.054,0.09956314291989524,0.0572,0.5045,0.49550000000000005,0.0
ImageNetV2,44,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19199999999999995,0.0725,0.09986664152555987,0.0739,0.5521,0.44789999999999996,0.0
ImageNetV2,45,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.155,0.0515,0.09706314291989523,0.0615,0.5177,0.48229999999999995,0.0
ImageNetV2,45,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.22250000000000003,0.0715,0.09886664152555986,0.0837,0.5764,0.4236,0.0
ImageNetV2,46,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.145,0.0535,0.09906314291989524,0.0585,0.509,0.491,0.0
ImageNetV2,46,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.21940000000000004,0.0725,0.09986664152555987,0.0825,0.5738,0.4262,0.0
ImageNetV2,47,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.051,0.09656314291989523,0.0535,0.4936,0.5064,0.0
ImageNetV2,47,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1987,0.0725,0.09986664152555987,0.076,0.5582,0.44179999999999997,0.0
ImageNetV2,48,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.053,0.09856314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,48,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1815,0.0725,0.09986664152555987,0.0705,0.542,0.45799999999999996,0.0
ImageNetV2,49,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.135,0.053,0.09856314291989524,0.0557,0.4991,0.5009,0.0
ImageNetV2,49,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20650000000000002,0.0725,0.09986664152555987,0.0787,0.5648,0.43520000000000003,0.0
ImageNetV2,50,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.135,0.054,0.09956314291989524,0.0557,0.4991,0.5009,0.0
ImageNetV2,50,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1926,0.0725,0.09986664152555987,0.0742,0.5531,0.44689999999999996,0.0
ImageNetV2,51,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.145,0.0535,0.09906314291989524,0.0585,0.509,0.491,0.0
ImageNetV2,51,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20079999999999998,0.072,0.09936664152555987,0.0767,0.5599,0.44010000000000005,0.0
ImageNetV2,52,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.053,0.09856314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,52,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17269999999999996,0.0725,0.09986664152555987,0.0681,0.5342,0.4658,0.0
ImageNetV2,53,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.053,0.09856314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,53,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1815,0.0725,0.09986664152555987,0.0705,0.542,0.45799999999999996,0.0
ImageNetV2,54,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.15,0.0535,0.09906314291989524,0.0599,0.5139,0.4861,0.0
ImageNetV2,54,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20650000000000002,0.0725,0.09986664152555987,0.0787,0.5648,0.43520000000000003,0.0
ImageNetV2,55,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0505,0.09606314291989523,0.0535,0.4936,0.5064,0.0
ImageNetV2,55,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19330000000000003,0.0725,0.09986664152555987,0.0746,0.5543,0.4457,0.0
ImageNetV2,56,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.145,0.054,0.09956314291989524,0.0585,0.509,0.491,0.0
ImageNetV2,56,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20620000000000005,0.0725,0.09986664152555987,0.0786,0.5647,0.4353,0.0
ImageNetV2,57,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.135,0.054,0.09956314291989524,0.0557,0.4991,0.5009,0.0
ImageNetV2,57,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17120000000000002,0.0725,0.09986664152555987,0.0673,0.5331,0.4669,0.0
ImageNetV2,58,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.165,0.054,0.09956314291989524,0.0653,0.528,0.472,0.0
ImageNetV2,58,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.23209999999999997,0.0725,0.09986664152555987,0.0873,0.5853,0.41469999999999996,0.0
ImageNetV2,59,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.11,0.054,0.09956314291989524,0.0468,0.4712,0.5287999999999999,0.0
ImageNetV2,59,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18289999999999995,0.0725,0.09986664152555987,0.071,0.5437,0.45630000000000004,0.0
ImageNetV2,60,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.054,0.09956314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,60,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17269999999999996,0.0725,0.09986664152555987,0.0681,0.5342,0.4658,0.0
ImageNetV2,61,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.165,0.0535,0.09906314291989524,0.0653,0.528,0.472,0.0
ImageNetV2,61,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.22399999999999998,0.0725,0.09986664152555987,0.0847,0.5779,0.42210000000000003,0.0
ImageNetV2,62,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.105,0.054,0.09956314291989524,0.0453,0.4664,0.5336000000000001,0.0
ImageNetV2,62,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1814,0.0725,0.09986664152555987,0.0702,0.5417,0.45830000000000004,0.0
ImageNetV2,63,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.145,0.054,0.09956314291989524,0.0585,0.509,0.491,0.0
ImageNetV2,63,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.21050000000000002,0.0725,0.09986664152555987,0.0807,0.5682,0.43179999999999996,0.0
ImageNetV2,64,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.054,0.09956314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,64,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20650000000000002,0.0725,0.09986664152555987,0.0787,0.5648,0.43520000000000003,0.0
ImageNetV2,65,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.053,0.09856314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,65,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17090000000000005,0.0725,0.09986664152555987,0.067,0.5326,0.46740000000000004,0.0
ImageNetV2,66,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.14,0.054,0.09956314291989524,0.0572,0.5045,0.49550000000000005,0.0
ImageNetV2,66,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19340000000000002,0.0725,0.09986664152555987,0.0747,0.5544,0.4456,0.0
ImageNetV2,67,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0515,0.09706314291989523,0.0535,0.4936,0.5064,0.0
ImageNetV2,67,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19879999999999998,0.0725,0.09986664152555987,0.0762,0.5584,0.4416,0.0
ImageNetV2,68,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.115,0.0535,0.09906314291989524,0.0489,0.4777,0.5223,0.0
ImageNetV2,68,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18289999999999995,0.0725,0.09986664152555987,0.071,0.5437,0.45630000000000004,0.0
ImageNetV2,69,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.155,0.053,0.09856314291989524,0.0615,0.5177,0.48229999999999995,0.0
ImageNetV2,69,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20899999999999996,0.0725,0.09986664152555987,0.08,0.5669,0.43310000000000004,0.0
ImageNetV2,70,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0525,0.09806314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,70,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18999999999999995,0.0725,0.09986664152555987,0.0731,0.5503,0.4497,0.0
ImageNetV2,71,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.15,0.053,0.09856314291989524,0.0599,0.5139,0.4861,0.0
ImageNetV2,71,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20650000000000002,0.0725,0.09986664152555987,0.0787,0.5648,0.43520000000000003,0.0
ImageNetV2,72,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0505,0.09606314291989523,0.0535,0.4936,0.5064,0.0
ImageNetV2,72,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20240000000000002,0.0725,0.09986664152555987,0.0777,0.5616,0.4384,0.0
ImageNetV2,73,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.11,0.0525,0.09806314291989524,0.0468,0.4712,0.5287999999999999,0.0
ImageNetV2,73,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16000000000000003,0.0725,0.09986664152555987,0.0634,0.523,0.477,0.0
ImageNetV2,74,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.115,0.0525,0.09806314291989524,0.0489,0.4777,0.5223,0.0
ImageNetV2,74,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16979999999999995,0.0725,0.09986664152555987,0.0662,0.5314,0.4686,0.0
ImageNetV2,75,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.11,0.0525,0.09806314291989524,0.0468,0.4712,0.5287999999999999,0.0
ImageNetV2,75,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16049999999999998,0.0725,0.09986664152555987,0.0636,0.5235,0.47650000000000003,0.0
ImageNetV2,76,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.11,0.0535,0.09906314291989524,0.0468,0.4712,0.5287999999999999,0.0
ImageNetV2,76,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17069999999999996,0.0725,0.09986664152555987,0.0669,0.5325,0.4675,0.0
ImageNetV2,77,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.115,0.0535,0.09906314291989524,0.0489,0.4777,0.5223,0.0
ImageNetV2,77,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16000000000000003,0.0725,0.09986664152555987,0.0634,0.523,0.477,0.0
ImageNetV2,78,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.105,0.053,0.09856314291989524,0.0453,0.4664,0.5336000000000001,0.0
ImageNetV2,78,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17010000000000003,0.0725,0.09986664152555987,0.0666,0.5319,0.46809999999999996,0.0
ImageNetV2,79,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0515,0.09706314291989523,0.0535,0.4936,0.5064,0.0
ImageNetV2,79,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18110000000000004,0.0725,0.09986664152555987,0.0701,0.5413,0.4587,0.0
ImageNetV2,80,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0515,0.09706314291989523,0.0535,0.4936,0.5064,0.0
ImageNetV2,80,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20079999999999998,0.0725,0.09986664152555987,0.0767,0.5599,0.44010000000000005,0.0
ImageNetV2,81,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.0535,0.09906314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,81,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18589999999999995,0.0725,0.09986664152555987,0.0723,0.5465,0.4535,0.0
ImageNetV2,82,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.16,0.053,0.09856314291989524,0.0634,0.523,0.477,0.0
ImageNetV2,82,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.22399999999999998,0.0725,0.09986664152555987,0.0847,0.5779,0.42210000000000003,0.0
ImageNetV2,83,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.0535,0.09906314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,83,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18989999999999996,0.0725,0.09986664152555987,0.073,0.5501,0.44989999999999997,0.0
ImageNetV2,84,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.11,0.052,0.09756314291989523,0.0468,0.4712,0.5287999999999999,0.0
ImageNetV2,84,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1844,0.0725,0.09986664152555987,0.0717,0.5451,0.45489999999999997,0.0
ImageNetV2,85,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.053,0.09856314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,85,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19810000000000005,0.0725,0.09986664152555987,0.0757,0.5576,0.4424,0.0
ImageNetV2,86,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.13,0.054,0.09956314291989524,0.0535,0.4936,0.5064,0.0
ImageNetV2,86,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19310000000000005,0.0725,0.09986664152555987,0.0745,0.5539,0.44610000000000005,0.0
ImageNetV2,87,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.11,0.053,0.09856314291989524,0.0468,0.4712,0.5287999999999999,0.0
ImageNetV2,87,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16579999999999995,0.072,0.09936664152555987,0.0653,0.5286,0.47140000000000004,0.0
ImageNetV2,88,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.115,0.052,0.09756314291989523,0.0489,0.4777,0.5223,0.0
ImageNetV2,88,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1815,0.0725,0.09986664152555987,0.0705,0.542,0.45799999999999996,0.0
ImageNetV2,89,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.053,0.09856314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,89,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.16749999999999998,0.0725,0.09986664152555987,0.0659,0.5302,0.4698,0.0
ImageNetV2,90,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.054,0.09956314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,90,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17720000000000002,0.0725,0.09986664152555987,0.0694,0.5388,0.46120000000000005,0.0
ImageNetV2,91,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.155,0.0535,0.09906314291989524,0.0615,0.5177,0.48229999999999995,0.0
ImageNetV2,91,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.21109999999999995,0.0725,0.09986664152555987,0.0809,0.5686,0.4314,0.0
ImageNetV2,92,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.135,0.054,0.09956314291989524,0.0557,0.4991,0.5009,0.0
ImageNetV2,92,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19989999999999997,0.0725,0.09986664152555987,0.0766,0.5596,0.4404,0.0
ImageNetV2,93,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.0525,0.09806314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,93,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.1926,0.0725,0.09986664152555987,0.0742,0.5531,0.44689999999999996,0.0
ImageNetV2,94,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.125,0.0535,0.09906314291989524,0.0518,0.4877,0.5123,0.0
ImageNetV2,94,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.18110000000000004,0.0725,0.09986664152555987,0.0701,0.5413,0.4587,0.0
ImageNetV2,95,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.12,0.0535,0.09906314291989524,0.0503,0.4825,0.5175000000000001,0.0
ImageNetV2,95,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.17510000000000003,0.0725,0.09986664152555987,0.0687,0.5367,0.46330000000000005,0.0
ImageNetV2,96,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.15,0.054,0.09956314291989524,0.0599,0.5139,0.4861,0.0
ImageNetV2,96,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.20899999999999996,0.0725,0.09986664152555987,0.08,0.5669,0.43310000000000004,0.0
ImageNetV2,97,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.15,0.053,0.09856314291989524,0.0599,0.5139,0.4861,0.0
ImageNetV2,97,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.19879999999999998,0.0725,0.09986664152555987,0.0762,0.5584,0.4416,0.0
ImageNetV2,98,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.155,0.054,0.09956314291989524,0.0615,0.5177,0.48229999999999995,0.0
ImageNetV2,98,0.1,0.05,10000,0.3533,202,0.616,0.0998,original_pac_hoeffding,2000,0.027366641525559867,0.2228,0.0725,0.09986664152555987,0.0839,0.5767,0.4233,0.0
ImageNetV2,99,0.1,0.05,10000,0.3533,202,0.616,0.0998,fixed_price_uniform_ucb,2000,0.04556314291989523,0.135,0.054,0.09956314291989524,0.0557,0.4991,0.5009,0.0
