dataset,trial,epsilon,alpha,n,model_error,num_policies,oracle_grid_budget_saved,oracle_grid_error,method,m,radius,selected_threshold,empirical_loss,ucb,realized_error,budget_saved,avg_cost,violated
ImageNet,199,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3587872385978699,0.0877,0.09993873415340408,0.09086,0.79372,0.20628000000000002,0.0
ImageNet,200,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0785,0.0988764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,200,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3487060070037842,0.0877,0.09993873415340408,0.08838,0.78786,0.21214,0.0
ImageNet,201,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.079,0.0993764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,201,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34233158826828003,0.0877,0.09993873415340408,0.0869,0.784,0.21599999999999997,0.0
ImageNet,202,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0793,0.0996764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,202,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3448333740234375,0.0877,0.09993873415340408,0.08756,0.78536,0.21464000000000005,0.0
ImageNet,203,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.079,0.0993764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,203,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3320435881614685,0.0877,0.09993873415340408,0.08466,0.77816,0.22184000000000004,0.0
ImageNet,204,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0792,0.09957645696748481,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,204,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3448333740234375,0.0877,0.09993873415340408,0.08756,0.78536,0.21464000000000005,0.0
ImageNet,205,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0795,0.0998764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,205,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.32695162296295166,0.0877,0.09993873415340408,0.08354,0.77508,0.22492,0.0
ImageNet,206,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0784,0.0987764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,206,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3423519730567932,0.0877,0.09993873415340408,0.08692,0.78402,0.21597999999999995,0.0
ImageNet,207,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0791,0.0994764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,207,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33016568422317505,0.0876,0.09983873415340408,0.08412,0.77684,0.22316000000000003,0.0
ImageNet,208,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.078,0.0983764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,208,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3448333740234375,0.0877,0.09993873415340408,0.08756,0.78536,0.21464000000000005,0.0
ImageNet,209,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0788,0.0991764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,209,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33663439750671387,0.0877,0.09993873415340408,0.08562,0.7807,0.21930000000000005,0.0
ImageNet,210,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0783,0.0986764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,210,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3398377299308777,0.0876,0.09983873415340408,0.0863,0.78248,0.21752000000000005,0.0
ImageNet,211,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0781,0.0984764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,211,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.36040735244750977,0.0877,0.09993873415340408,0.09132,0.79472,0.20528000000000002,0.0
ImageNet,212,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.325,0.0795,0.0998764569674848,0.0831,0.77376,0.22624,0.0
ImageNet,212,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3616253733634949,0.0877,0.09993873415340408,0.09162,0.79534,0.20465999999999995,0.0
ImageNet,213,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.335,0.079,0.0993764569674848,0.08524,0.77978,0.22021999999999997,0.0
ImageNet,213,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.38027769327163696,0.0877,0.09993873415340408,0.09692,0.8062,0.19379999999999997,0.0
ImageNet,214,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0793,0.0996764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,214,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3329694867134094,0.0877,0.09993873415340408,0.0848,0.7785,0.22150000000000003,0.0
ImageNet,215,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0794,0.0997764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,215,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3441004157066345,0.0877,0.09993873415340408,0.08732,0.78486,0.21514,0.0
ImageNet,216,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0794,0.0997764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,216,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3225513696670532,0.0876,0.09983873415340408,0.08236,0.7721,0.2279,0.0
ImageNet,217,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0786,0.0989764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,217,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34429681301116943,0.0876,0.09983873415340408,0.0874,0.78508,0.21492,0.0
ImageNet,218,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.079,0.0993764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,218,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35683631896972656,0.0876,0.09983873415340408,0.09054,0.79292,0.20708000000000004,0.0
ImageNet,219,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.29,0.0786,0.0989764569674848,0.07452,0.75238,0.24761999999999995,0.0
ImageNet,219,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33016568422317505,0.0877,0.09993873415340408,0.08412,0.77684,0.22316000000000003,0.0
ImageNet,220,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.29,0.0785,0.0988764569674848,0.07452,0.75238,0.24761999999999995,0.0
ImageNet,220,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3311185836791992,0.0876,0.09983873415340408,0.08442,0.77744,0.22255999999999998,0.0
ImageNet,221,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0788,0.0991764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,221,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3472675085067749,0.0877,0.09993873415340408,0.08808,0.78694,0.21306000000000003,0.0
ImageNet,222,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.33,0.0793,0.0996764569674848,0.0841,0.77682,0.22318000000000005,0.0
ImageNet,222,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3595810532569885,0.0877,0.09993873415340408,0.09102,0.79418,0.20582,0.0
ImageNet,223,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0787,0.09907645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,223,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33906733989715576,0.0877,0.09993873415340408,0.08608,0.78208,0.21792,0.0
ImageNet,224,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0788,0.0991764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,224,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.36267977952957153,0.0877,0.09993873415340408,0.09194,0.79592,0.20408000000000004,0.0
ImageNet,225,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0793,0.0996764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,225,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34552907943725586,0.0877,0.09993873415340408,0.08772,0.78574,0.21426,0.0
ImageNet,226,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.079,0.0993764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,226,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35249102115631104,0.0877,0.09993873415340408,0.08952,0.79046,0.20953999999999995,0.0
ImageNet,227,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.335,0.0796,0.0999764569674848,0.08524,0.77978,0.22021999999999997,0.0
ImageNet,227,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3688611388206482,0.0877,0.09993873415340408,0.09362,0.79948,0.20052000000000003,0.0
ImageNet,228,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.078,0.0983764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,228,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34175336360931396,0.0877,0.09993873415340408,0.08672,0.7836,0.21640000000000004,0.0
ImageNet,229,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0786,0.0989764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,229,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34191441535949707,0.0877,0.09993873415340408,0.08678,0.78372,0.21628000000000003,0.0
ImageNet,230,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0787,0.09907645696748481,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,230,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35431307554244995,0.0877,0.09993873415340408,0.09014,0.79172,0.20828000000000002,0.0
ImageNet,231,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0793,0.0996764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,231,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34052038192749023,0.0877,0.09993873415340408,0.08648,0.78298,0.21702,0.0
ImageNet,232,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0784,0.0987764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,232,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3538082242012024,0.0877,0.09993873415340408,0.08994,0.79132,0.20867999999999998,0.0
ImageNet,233,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0787,0.09907645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,233,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34886401891708374,0.0877,0.09993873415340408,0.08844,0.788,0.21199999999999997,0.0
ImageNet,234,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0789,0.0992764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,234,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3405994772911072,0.0877,0.09993873415340408,0.0865,0.783,0.21699999999999997,0.0
ImageNet,235,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0782,0.09857645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,235,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3451407551765442,0.0877,0.09993873415340408,0.08764,0.78556,0.21443999999999996,0.0
ImageNet,236,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.335,0.0792,0.09957645696748481,0.08524,0.77978,0.22021999999999997,0.0
ImageNet,236,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.36889904737472534,0.0877,0.09993873415340408,0.09364,0.79952,0.20048,0.0
ImageNet,237,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.325,0.0789,0.0992764569674848,0.0831,0.77376,0.22624,0.0
ImageNet,237,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.36217498779296875,0.0877,0.09993873415340408,0.0918,0.79568,0.20431999999999995,0.0
ImageNet,238,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0793,0.0996764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,238,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33777910470962524,0.0877,0.09993873415340408,0.08582,0.78142,0.21858,0.0
ImageNet,239,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.28500000000000003,0.0787,0.09907645696748481,0.07308,0.74932,0.25068,0.0
ImageNet,239,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3206136226654053,0.0877,0.09993873415340408,0.0818,0.771,0.22899999999999998,0.0
ImageNet,240,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0795,0.0998764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,240,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3310346007347107,0.0877,0.09993873415340408,0.08438,0.77738,0.22262000000000004,0.0
ImageNet,241,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0795,0.0998764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,241,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3545083999633789,0.0877,0.09993873415340408,0.09018,0.79178,0.20821999999999996,0.0
ImageNet,242,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0789,0.0992764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,242,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.32509469985961914,0.0877,0.09993873415340408,0.08312,0.77382,0.22618000000000005,0.0
ImageNet,243,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0784,0.0987764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,243,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3447767496109009,0.0877,0.09993873415340408,0.08754,0.78532,0.21467999999999998,0.0
ImageNet,244,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0793,0.0996764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,244,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3553663492202759,0.0877,0.09993873415340408,0.09034,0.7922,0.20779999999999998,0.0
ImageNet,245,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0792,0.09957645696748481,0.07578,0.75534,0.24466,0.0
ImageNet,245,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3306451439857483,0.0877,0.09993873415340408,0.08428,0.77714,0.22285999999999995,0.0
ImageNet,246,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0782,0.09857645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,246,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34038400650024414,0.0877,0.09993873415340408,0.08644,0.78286,0.21714,0.0
ImageNet,247,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0789,0.0992764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,247,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35190337896347046,0.0877,0.09993873415340408,0.08938,0.7901,0.20989999999999998,0.0
ImageNet,248,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0795,0.0998764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,248,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34191441535949707,0.0877,0.09993873415340408,0.08678,0.78372,0.21628000000000003,0.0
ImageNet,249,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0783,0.0986764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,249,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3588097095489502,0.0877,0.09993873415340408,0.09088,0.79374,0.20626,0.0
ImageNet,250,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0794,0.0997764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,250,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3501477837562561,0.0877,0.09993873415340408,0.08874,0.7888,0.21120000000000005,0.0
ImageNet,251,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0795,0.0998764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,251,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3375074863433838,0.0877,0.09993873415340408,0.08578,0.78128,0.21872000000000003,0.0
ImageNet,252,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0787,0.09907645696748481,0.07936,0.76466,0.23534,0.0
ImageNet,252,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3511659502983093,0.0877,0.09993873415340408,0.08906,0.78956,0.21043999999999996,0.0
ImageNet,253,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0778,0.0981764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,253,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3420751094818115,0.0877,0.09993873415340408,0.08682,0.78382,0.21618000000000004,0.0
ImageNet,254,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0793,0.0996764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,254,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3487401604652405,0.0877,0.09993873415340408,0.0884,0.78788,0.21211999999999998,0.0
ImageNet,255,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0791,0.0994764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,255,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3654159903526306,0.0877,0.09993873415340408,0.09262,0.79734,0.20265999999999995,0.0
ImageNet,256,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0786,0.0989764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,256,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35049593448638916,0.0877,0.09993873415340408,0.0888,0.78902,0.21097999999999995,0.0
ImageNet,257,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.34,0.0792,0.09957645696748481,0.08634,0.7826,0.21740000000000004,0.0
ImageNet,257,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.37720179557800293,0.0877,0.09993873415340408,0.09584,0.80394,0.19606,0.0
ImageNet,258,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.35000000000000003,0.0795,0.0998764569674848,0.08874,0.78872,0.21128000000000002,0.0
ImageNet,258,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3741495609283447,0.0877,0.09993873415340408,0.09486,0.8021,0.19789999999999996,0.0
ImageNet,259,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0794,0.0997764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,259,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3507382869720459,0.0877,0.09993873415340408,0.08884,0.7892,0.2108,0.0
ImageNet,260,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0793,0.0996764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,260,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35354721546173096,0.0877,0.09993873415340408,0.08988,0.79114,0.20886000000000005,0.0
ImageNet,261,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0796,0.0999764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,261,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34681230783462524,0.0877,0.09993873415340408,0.08796,0.78664,0.21336,0.0
ImageNet,262,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.079,0.0993764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,262,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35146063566207886,0.0877,0.09993873415340408,0.0891,0.78974,0.21026,0.0
ImageNet,263,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0783,0.0986764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,263,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35233819484710693,0.0877,0.09993873415340408,0.08946,0.79038,0.20962000000000003,0.0
ImageNet,264,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0783,0.0986764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,264,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34312665462493896,0.0877,0.09993873415340408,0.08718,0.78448,0.21552000000000004,0.0
ImageNet,265,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0791,0.0994764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,265,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3330935835838318,0.0876,0.09983873415340408,0.08482,0.7786,0.22140000000000004,0.0
ImageNet,266,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0785,0.0988764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,266,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3588097095489502,0.0877,0.09993873415340408,0.09088,0.79374,0.20626,0.0
