dataset,trial,epsilon,alpha,n,num_policies,oracle_lp_saved,oracle_lp_error,method,m,radius,alpha_used,selected_threshold,empirical_loss,ucb,realized_error,budget_saved,avg_cost,violated,chosen_source
ImageNet,9,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.28500000000000003,0.079,0.0993764569674848,0.07308,0.74932,0.25068,0.0,
ImageNet,9,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6384322345256805,0.0877,0.09993873415340408,0.08784,0.47142,0.52858,0.0,
ImageNet,9,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6687492430210114,0.0877,0.09993873415340408,0.08738,0.47496,0.52504,0.0,
ImageNet,9,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6581682860851288,0.0864,0.0999810151574062,0.08598,0.47298,0.52702,0.0,B
ImageNet,10,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.33,0.0795,0.0998764569674848,0.0841,0.77682,0.22318000000000005,0.0,
ImageNet,10,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6589142084121704,0.0877,0.09993873415340408,0.09036,0.47526,0.52474,0.0,
ImageNet,10,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6899695694446564,0.0877,0.09993873415340408,0.08982,0.47816,0.5218400000000001,0.0,
ImageNet,10,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6809472739696503,0.0864,0.0999810151574062,0.08868,0.47672,0.52328,0.0,B
ImageNet,11,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.325,0.0795,0.0998764569674848,0.0831,0.77376,0.22624,0.0,
ImageNet,11,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6383683085441589,0.0877,0.09993873415340408,0.08782,0.4714,0.5286,0.0,
ImageNet,11,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6611357927322388,0.0877,0.09993873415340408,0.08644,0.47356,0.52644,0.0,
ImageNet,11,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6478158235549927,0.0864,0.0999810151574062,0.0845,0.47096,0.52904,0.0,B
ImageNet,12,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.32,0.0792,0.09957645696748481,0.08168,0.77054,0.22946,0.0,
ImageNet,12,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6713383197784424,0.0877,0.09993873415340408,0.09164,0.47706,0.52294,0.0,
ImageNet,12,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.7021489441394806,0.0877,0.09993873415340408,0.091,0.4798,0.5202,0.0,
ImageNet,12,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6897099316120148,0.0864,0.0999810151574062,0.0898,0.47814,0.52186,0.0,B
ImageNet,13,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.325,0.0795,0.0998764569674848,0.0831,0.77376,0.22624,0.0,
ImageNet,13,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6335444152355194,0.0877,0.09993873415340408,0.087,0.47034,0.52966,0.0,
ImageNet,13,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6680519878864288,0.0877,0.09993873415340408,0.08726,0.47482,0.52518,0.0,
ImageNet,13,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6611357927322388,0.0864,0.0999810151574062,0.08644,0.47356,0.52644,0.0,B
ImageNet,14,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.28500000000000003,0.0774,0.0977764569674848,0.07308,0.74932,0.25068,0.0,
ImageNet,14,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6800780892372131,0.0877,0.09993873415340408,0.0925,0.47828,0.52172,0.0,
ImageNet,14,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6475394368171692,0.0877,0.09993873415340408,0.08442,0.47086,0.5291399999999999,0.0,
ImageNet,14,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6651923358440399,0.0864,0.0999810151574062,0.0909,0.4762,0.5238,0.0,A
ImageNet,15,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.315,0.079,0.0993764569674848,0.08054,0.7677,0.23229999999999995,0.0,
ImageNet,15,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6368309259414673,0.0877,0.09993873415340408,0.0876,0.47108,0.5289200000000001,0.0,
ImageNet,15,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6904395818710327,0.0877,0.09993873415340408,0.0899,0.47828,0.52172,0.0,
ImageNet,15,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6818654835224152,0.0864,0.0999810151574062,0.08886,0.47694,0.5230600000000001,0.0,B
ImageNet,16,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.315,0.0786,0.0989764569674848,0.08054,0.7677,0.23229999999999995,0.0,
ImageNet,16,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6324853301048279,0.0877,0.09993873415340408,0.0869,0.4702,0.5298,0.0,
ImageNet,16,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6810305118560791,0.0877,0.09993873415340408,0.08872,0.47678,0.52322,0.0,
ImageNet,16,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6682131588459015,0.0864,0.0999810151574062,0.08728,0.47484,0.5251600000000001,0.0,B
ImageNet,17,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.325,0.0793,0.0996764569674848,0.0831,0.77376,0.22624,0.0,
ImageNet,17,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6669061779975891,0.0877,0.09993873415340408,0.09102,0.47634,0.52366,0.0,
ImageNet,17,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6730860769748688,0.0877,0.09993873415340408,0.08782,0.47552,0.5244800000000001,0.0,
ImageNet,17,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6533441841602325,0.0864,0.0999810151574062,0.08968,0.47422,0.52578,0.0,A
ImageNet,18,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.31,0.0793,0.0996764569674848,0.07936,0.76466,0.23534,0.0,
ImageNet,18,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6631379425525665,0.0877,0.09993873415340408,0.0907,0.47586,0.52414,0.0,
ImageNet,18,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6651783585548401,0.0877,0.09993873415340408,0.08684,0.47422,0.52578,0.0,
ImageNet,18,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6517826616764069,0.0864,0.0999810151574062,0.08944,0.47382,0.52618,0.0,A
ImageNet,19,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.32,0.0787,0.09907645696748481,0.08168,0.77054,0.22946,0.0,
ImageNet,19,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6640822291374207,0.0877,0.09993873415340408,0.09084,0.4761,0.5239,0.0,
ImageNet,19,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6651783585548401,0.0876,0.09983873415340408,0.08684,0.47422,0.52578,0.0,
ImageNet,19,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6488498449325562,0.0864,0.0999810151574062,0.08918,0.4735,0.5265,0.0,A
ImageNet,20,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.325,0.0796,0.0999764569674848,0.0831,0.77376,0.22624,0.0,
ImageNet,20,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.645076185464859,0.0877,0.09993873415340408,0.08874,0.4728,0.5272,0.0,
ImageNet,20,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.7262756526470184,0.0877,0.09993873415340408,0.09348,0.48318,0.5168200000000001,0.0,
ImageNet,20,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.7105706632137299,0.0864,0.0999810151574062,0.0919,0.48102,0.51898,0.0,B
ImageNet,21,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.315,0.0785,0.0988764569674848,0.08054,0.7677,0.23229999999999995,0.0,
ImageNet,21,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6199343800544739,0.0877,0.09993873415340408,0.0852,0.46784,0.53216,0.0,
ImageNet,21,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6405651569366455,0.0877,0.09993873415340408,0.08366,0.46962,0.5303800000000001,0.0,
ImageNet,21,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6273535192012787,0.0864,0.0999810151574062,0.08184,0.46688,0.53312,0.0,B
ImageNet,22,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.305,0.0771,0.0974764569674848,0.0779,0.76128,0.23872000000000004,0.0,
ImageNet,22,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6271977126598358,0.0876,0.09983873415340408,0.08616,0.46908,0.5309200000000001,0.0,
ImageNet,22,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6664924323558807,0.0877,0.09993873415340408,0.08702,0.47446,0.52554,0.0,
ImageNet,22,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6569311022758484,0.0864,0.0999810151574062,0.0858,0.47278,0.52722,0.0,B
ImageNet,23,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.28500000000000003,0.0788,0.0991764569674848,0.07308,0.74932,0.25068,0.0,
ImageNet,23,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6570354104042053,0.0877,0.09993873415340408,0.09014,0.47498,0.52502,0.0,
ImageNet,23,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6572698652744293,0.0876,0.09983873415340408,0.08584,0.47282,0.52718,0.0,
ImageNet,23,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6448420882225037,0.0864,0.0999810151574062,0.08872,0.47276,0.5272399999999999,0.0,A
ImageNet,24,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.32,0.0795,0.0998764569674848,0.08168,0.77054,0.22946,0.0,
ImageNet,24,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6362527012825012,0.0877,0.09993873415340408,0.08748,0.47092,0.52908,0.0,
ImageNet,24,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6887482702732086,0.0877,0.09993873415340408,0.0897,0.47796,0.5220400000000001,0.0,
ImageNet,24,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6766659021377563,0.0864,0.0999810151574062,0.08822,0.47602,0.52398,0.0,B
ImageNet,25,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.32,0.0788,0.0991764569674848,0.08168,0.77054,0.22946,0.0,
ImageNet,25,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6361719071865082,0.0877,0.09993873415340408,0.08746,0.4709,0.5291,0.0,
ImageNet,25,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.692387193441391,0.0877,0.09993873415340408,0.09002,0.4785,0.5215000000000001,0.0,
ImageNet,25,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6821216642856598,0.0864,0.0999810151574062,0.0889,0.47698,0.52302,0.0,B
ImageNet,26,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.33,0.0795,0.0998764569674848,0.0841,0.77682,0.22318000000000005,0.0,
ImageNet,26,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6843878626823425,0.0877,0.09993873415340408,0.0929,0.47882,0.52118,0.0,
ImageNet,26,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.7068816125392914,0.0877,0.09993873415340408,0.09144,0.4804,0.5196000000000001,0.0,
ImageNet,26,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6892598867416382,0.0864,0.0999810151574062,0.08976,0.4781,0.5219,0.0,B
ImageNet,27,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.3,0.0795,0.0998764569674848,0.07676,0.75832,0.24168,0.0,
ImageNet,27,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6543127596378326,0.0877,0.09993873415340408,0.08978,0.47436,0.52564,0.0,
ImageNet,27,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6717769503593445,0.0877,0.09993873415340408,0.08766,0.47534,0.52466,0.0,
ImageNet,27,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6593749821186066,0.0864,0.0999810151574062,0.0861,0.47314,0.52686,0.0,B
ImageNet,28,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.295,0.0794,0.0997764569674848,0.07578,0.75534,0.24466,0.0,
ImageNet,28,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6199343800544739,0.0877,0.09993873415340408,0.0852,0.46784,0.53216,0.0,
ImageNet,28,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6743037104606628,0.0877,0.09993873415340408,0.08796,0.4757,0.5243,0.0,
ImageNet,28,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6668528318405151,0.0864,0.0999810151574062,0.08708,0.47454,0.52546,0.0,B
ImageNet,29,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.31,0.0794,0.0997764569674848,0.07936,0.76466,0.23534,0.0,
ImageNet,29,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6488498449325562,0.0877,0.09993873415340408,0.08918,0.4735,0.5265,0.0,
ImageNet,29,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6510617733001709,0.0877,0.09993873415340408,0.08494,0.47158,0.52842,0.0,
ImageNet,29,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6409341096878052,0.0864,0.0999810151574062,0.08824,0.47194,0.52806,0.0,A
ImageNet,30,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.315,0.0789,0.0992764569674848,0.08054,0.7677,0.23229999999999995,0.0,
ImageNet,30,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6464281678199768,0.0877,0.09993873415340408,0.08894,0.47308,0.52692,0.0,
ImageNet,30,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6891556084156036,0.0877,0.09993873415340408,0.08974,0.47806,0.5219400000000001,0.0,
ImageNet,30,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6798344254493713,0.0864,0.0999810151574062,0.08858,0.47658,0.52342,0.0,B
ImageNet,31,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.315,0.079,0.0993764569674848,0.08054,0.7677,0.23229999999999995,0.0,
ImageNet,31,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6331285834312439,0.0877,0.09993873415340408,0.08698,0.47032,0.5296799999999999,0.0,
ImageNet,31,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6895486116409302,0.0877,0.09993873415340408,0.08978,0.47812,0.52188,0.0,
ImageNet,31,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6790578663349152,0.0864,0.0999810151574062,0.0885,0.47648,0.52352,0.0,B
ImageNet,32,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.305,0.0789,0.0992764569674848,0.0779,0.76128,0.23872000000000004,0.0,
ImageNet,32,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.5902507603168488,0.0877,0.09993873415340408,0.08142,0.46214,0.53786,0.0,
ImageNet,32,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6613046526908875,0.0877,0.09993873415340408,0.0865,0.47364,0.5263599999999999,0.0,
ImageNet,32,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6505627930164337,0.0864,0.0999810151574062,0.08484,0.47144,0.5285599999999999,0.0,B
ImageNet,33,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.305,0.0787,0.09907645696748481,0.0779,0.76128,0.23872000000000004,0.0,
ImageNet,33,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6515532732009888,0.0877,0.09993873415340408,0.08938,0.47376,0.52624,0.0,
ImageNet,33,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.7034997344017029,0.0877,0.09993873415340408,0.09108,0.47992,0.52008,0.0,
ImageNet,33,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6936635076999664,0.0864,0.0999810151574062,0.09014,0.47864,0.52136,0.0,B
ImageNet,34,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.305,0.0793,0.0996764569674848,0.0779,0.76128,0.23872000000000004,0.0,
ImageNet,34,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6202327609062195,0.0877,0.09993873415340408,0.08532,0.46798,0.5320199999999999,0.0,
ImageNet,34,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.692387193441391,0.0877,0.09993873415340408,0.09002,0.4785,0.5215000000000001,0.0,
ImageNet,34,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6802648603916168,0.0864,0.0999810151574062,0.08864,0.47666,0.52334,0.0,B
ImageNet,35,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.32,0.0786,0.0989764569674848,0.08168,0.77054,0.22946,0.0,
ImageNet,35,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6621425151824951,0.0877,0.09993873415340408,0.09062,0.4757,0.5243,0.0,
ImageNet,35,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6657706201076508,0.0877,0.09993873415340408,0.08692,0.4743,0.5257000000000001,0.0,
ImageNet,35,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6446062326431274,0.0864,0.0999810151574062,0.0887,0.4727,0.5273,0.0,A
ImageNet,36,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.28500000000000003,0.0782,0.09857645696748481,0.07308,0.74932,0.25068,0.0,
ImageNet,36,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.608750194311142,0.0877,0.09993873415340408,0.08384,0.46574,0.53426,0.0,
ImageNet,36,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6433125436306,0.0877,0.09993873415340408,0.08392,0.47014,0.52986,0.0,
ImageNet,36,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6288167536258698,0.0863,0.0998810151574062,0.08218,0.4673,0.5327,0.0,B
ImageNet,37,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.325,0.0784,0.0987764569674848,0.0831,0.77376,0.22624,0.0,
ImageNet,37,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6633419394493103,0.0877,0.09993873415340408,0.09074,0.47592,0.52408,0.0,
ImageNet,37,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6944949626922607,0.0877,0.09993873415340408,0.0902,0.47872,0.52128,0.0,
ImageNet,37,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6830735504627228,0.0864,0.0999810151574062,0.08904,0.47718,0.5228200000000001,0.0,B
ImageNet,38,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.305,0.0785,0.0988764569674848,0.0779,0.76128,0.23872000000000004,0.0,
ImageNet,38,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.601736307144165,0.0877,0.09993873415340408,0.08302,0.46454,0.53546,0.0,
ImageNet,38,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6458236277103424,0.0877,0.09993873415340408,0.0842,0.47058,0.52942,0.0,
ImageNet,38,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6356284618377686,0.0864,0.0999810151574062,0.08292,0.4686,0.5314,0.0,B
ImageNet,39,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.305,0.0789,0.0992764569674848,0.0779,0.76128,0.23872000000000004,0.0,
ImageNet,39,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6365024745464325,0.0875,0.09973873415340408,0.08754,0.471,0.529,0.0,
ImageNet,39,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6704402267932892,0.0877,0.09993873415340408,0.08748,0.47514,0.52486,0.0,
ImageNet,39,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6600375771522522,0.0864,0.0999810151574062,0.08626,0.47334,0.52666,0.0,B
ImageNet,40,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.295,0.0787,0.09907645696748481,0.07578,0.75534,0.24466,0.0,
ImageNet,40,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6216224431991577,0.0877,0.09993873415340408,0.08548,0.46824,0.53176,0.0,
ImageNet,40,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6573325395584106,0.0877,0.09993873415340408,0.08586,0.47284,0.5271600000000001,0.0,
ImageNet,40,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6487453281879425,0.0864,0.0999810151574062,0.08462,0.47112,0.52888,0.0,B
ImageNet,41,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.29,0.0783,0.0986764569674848,0.07452,0.75238,0.24761999999999995,0.0,
ImageNet,41,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6143088638782501,0.0877,0.09993873415340408,0.08452,0.4667,0.5333,0.0,
ImageNet,41,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6506438255310059,0.0877,0.09993873415340408,0.08486,0.47146,0.52854,0.0,
ImageNet,41,0.1,0.05,50000,202,0.81178,0.09938,best_of_singles_bonferroni,10000,0.013581015157406196,0.025,0.6402111053466797,0.0864,0.0999810151574062,0.0836,0.46956,0.53044,0.0,B
ImageNet,42,0.1,0.05,50000,202,0.81178,0.09938,lp_two_source_uniform_ucb,10000,0.020376456967484798,0.05,0.325,0.0784,0.0987764569674848,0.0831,0.77376,0.22624,0.0,
ImageNet,42,0.1,0.05,50000,202,0.81178,0.09938,single_A_monotone_pac,10000,0.012238734153404082,0.05,0.6974111497402191,0.0876,0.09983873415340408,0.09412,0.48048,0.51952,0.0,
ImageNet,42,0.1,0.05,50000,202,0.81178,0.09938,single_B_monotone_pac,10000,0.012238734153404082,0.05,0.6510617733001709,0.0877,0.09993873415340408,0.08494,0.47158,0.52842,0.0,
